Gene_Name	Best_Theta	Group	CHROM	START	STOP	STRAND	SIGVAL	Best_Theta_0	Loss_Diff_0	Category_0	Best_Theta_30	Loss_Diff_30	Category_30	Best_Theta_60	Loss_Diff_60	Category_60	Best_Theta_120	Loss_Diff_120	Category_120
YNL144C	NA	Bad	chrXIV	352819	355042	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL144W-A	NA	Bad	chrXIV	353060	353144	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL145W	NA	Bad	chrXIV	352413	352530	+	1	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL146C-A	NA	Bad	chrXIV	351385	351580	-	1	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL146W	NA	Bad	chrXIV	351714	352017	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL147W	NA	Bad	chrXIV	350939	351383	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL148C	574	Bad	chrXIV	349906	350671	-	1	570	1.061294	Low	151	0	Low	574	0.1835164	Low	NA	NA	reads<=5 
YNL149C	NA	Bad	chrXIV	349366	349756	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL150W	NA	Bad	chrXIV	349250	349658	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL151C	215	Low	chrXIV	347765	348521	-	1	NA	NA	bad_match	222	0.009438761	Low	215	0.4951048	Low	544	0.01903531	Low
YNL152W	297	Low	chrXIV	346312	347542	+	1	NA	NA	bad_match	297	0.7970437	Low	1079	0.04807469	Low	278	0.5946573	Low
YNL153C	NA	Bad	chrXIV	345668	346058	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL154C	888	Low	chrXIV	343635	345276	-	1	NA	NA	bad_match	881	0.1651187	Low	888	0.5046062	Low	261	0.1163851	Low
YNL155W	159	Low	chrXIV	342515	343340	+	1	NA	NA	bad_match	159	1.757219	Low	217	0.9139307	Low	151	0	Low
YNL156C	619	Low	chrXIV	341068	341968	-	1	NA	NA	bad_match	593	0.0456004	Low	297	0.0554754	Low	619	0.8997531	Low
YNL157W	NA	Bad	chrXIV	340351	340858	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL158W	NA	Bad	chrXIV	339611	340208	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL159C	346	Low	chrXIV	338477	339347	-	1	NA	NA	bad_match	346	0.1064308	Low	151	0	Low	151	0	Low
YNL160W	NA	Bad	chrXIV	336544	337609	+	1	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match
YNL161W	1337	Medium	chrXIV	332596	334867	+	1	NA	NA	bad_match	1216	2.072653	Medium	1180	2.004242	Medium	1337	3.113961	Medium
YNL162W	NA	Bad	chrXIV	331321	332154	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL162W-A	NA	Bad	chrXIV	330328	330547	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL163C	1123	Medium	chrXIV	326740	330073	-	1	NA	NA	bad_match	1062	2.326245	Medium	1123	2.634142	Medium	1793	2.40932	Medium
YNL164C	673	Low	chrXIV	325264	326320	-	1	700	0.3375495	Low	673	0.429862	Low	907	0.4083634	Low	151	0.005379219	Low
YNL165W	559	Medium	chrXIV	323831	325052	+	1	NA	NA	bad_match	559	3.252537	Medium	752	1.119605	Low	837	1.379908	Low
YNL166C	255	Low	chrXIV	322218	323565	-	1	NA	NA	bad_match	255	0.2132711	Low	1036	0.009367023	Low	1194	0.06448111	Low
YNL167C	602	Low	chrXIV	319415	321359	-	1	NA	NA	bad_match	368	0.1889201	Low	1146	0.4307624	Low	602	0.9734369	Low
YNL168C	459	Bad	chrXIV	318029	318809	-	1	NA	NA	bad_match	503	0.3179249	Low	459	0.3489833	Low	NA	NA	bad_match
YNL169C	NA	Bad	chrXIV	316168	317671	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL170W	NA	Bad	chrXIV	315977	316373	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL171C	NA	Bad	chrXIV	315628	315997	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL172W	NA	Bad	chrXIV	310635	315882	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL173C	461	Low	chrXIV	308956	310057	-	1	NA	NA	bad_match	151	0	Low	461	0.27163	Low	287	0.02765794	Low
YNL174W	NA	Bad	chrXIV	308073	308646	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL175C	NA	Bad	chrXIV	307400	308612	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL176C	1543	Low	chrXIV	305069	306980	-	1	NA	NA	bad_match	559	0.06774672	Low	1392	0.08030144	Low	1543	0.3158686	Low
YNL177C	396	Low	chrXIV	303685	304615	-	1	NA	NA	bad_match	595	0.0538759	Low	396	0.381848	Low	151	0.3293052	Low
YNL178W	235	Bad	chrXIV	302679	303402	+	1	NA	NA	bad_match	NA	NA	bad_match	235	0.6960022	Low	NA	NA	bad_match
YNL179C	NA	Bad	chrXIV	300665	301103	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL180C	599	Low	chrXIV	299653	300649	-	1	NA	NA	bad_match	599	1.286774	Low	665	0.04933825	Low	662	0.03246973	Low
YNL181W	243	Low	chrXIV	298334	299558	+	1	NA	NA	bad_match	806	0.4605751	Low	618	0.4790916	Low	243	0.891754	Low
YNL182C	1172	Medium	chrXIV	295959	297627	-	1	NA	NA	bad_match	1003	1.359056	Low	960	2.108793	Medium	1172	3.93227	Medium
YNL183C	206	Low	chrXIV	293136	295509	-	1	NA	NA	bad_match	151	0	Low	2131	0.2013337	Low	206	0.2365011	Low
YNL184C	NA	Bad	chrXIV	292556	292883	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL185C	NA	Bad	chrXIV	292192	292669	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL186W	1426	Medium	chrXIV	289497	291876	+	1	NA	NA	bad_match	538	2.435124	Medium	659	1.228259	Low	1426	3.852478	Medium
YNL187W	353	Low	chrXIV	287993	289067	+	1	633	0.09921495	Low	885	0.01104008	Low	915	0.01038916	Low	353	0.2649601	Low
YNL188W	552	Low	chrXIV	286307	287609	+	1	NA	NA	bad_match	420	0.02547498	Low	305	0.4003745	Low	552	0.671742	Low
YNL189W	194	Low	chrXIV	284259	285888	+	1	NA	NA	bad_match	194	0.4616736	Low	210	0.2680817	Low	151	0.003117014	Low
YNL190W	NA	Bad	chrXIV	282394	283009	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL191W	151	Low	chrXIV	280431	281505	+	1	NA	NA	bad_match	792	0.319239	Low	887	0.009435818	Low	151	0.4252095	Low
YNL192W	1500	Low	chrXIV	276501	279897	+	1	NA	NA	bad_match	1500	0.3161859	Low	758	0.1871179	Low	254	0.0343771	Low
YNL193W	292	Low	chrXIV	274367	276044	+	1	NA	NA	bad_match	292	0.1801062	Low	1381	0.05314803	Low	181	0.06327535	Low
YNL194C	659	Low	chrXIV	272709	273615	-	1	NA	NA	bad_match	659	0.8799995	Low	286	0.0645498	Low	151	0	Low
YNL195C	474	Low	chrXIV	271522	272308	-	1	NA	NA	bad_match	460	0.475691	Low	474	0.6787528	Low	375	0.5666063	Low
YNL196C	NA	Bad	chrXIV	270274	271171	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL197C	1561	Low	chrXIV	267607	269593	-	1	NA	NA	bad_match	1561	0.3998673	Low	1747	0.02986195	Low	946	0.2291735	Low
YNL198C	NA	Bad	chrXIV	266513	266816	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL199C	NA	Bad	chrXIV	264925	266530	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL200C	555	Medium	chrXIV	263712	264453	-	1	NA	NA	bad_match	501	1.925283	Low	555	2.01709	Medium	151	0.4146288	Low
YNL201C	648	Low	chrXIV	260626	263203	-	1	NA	NA	bad_match	1423	0.1989773	Low	466	0.09351883	Low	648	0.2539026	Low
YNL202W	NA	Bad	chrXIV	259577	260456	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL203C	NA	Bad	chrXIV	259438	260050	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL204C	NA	Bad	chrXIV	258374	259277	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL205C	NA	Bad	chrXIV	258154	258577	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL206C	NA	Bad	chrXIV	256787	258155	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL207W	924	Low	chrXIV	255352	256630	+	1	NA	NA	bad_match	1061	0.7616421	Low	824	0.4764459	Low	924	0.8994418	Low
YNL208W	NA	Bad	chrXIV	254417	255017	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL209W	1633	Low	chrXIV	252058	253900	+	1	NA	NA	bad_match	1633	0.1428586	Low	1580	0.02576955	Low	1537	0.003197147	Low
YNL210W	NA	Bad	chrXIV	250930	251743	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL211C	NA	Bad	chrXIV	250054	250315	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL212W	1974	Low	chrXIV	247460	249809	+	1	NA	NA	bad_match	1974	0.4012124	Low	1286	0.3177062	Low	550	0.07036191	Low
YNL213C	NA	Bad	chrXIV	246459	247104	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL214W	NA	Bad	chrXIV	245616	246216	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL215W	555	Low	chrXIV	244467	245430	+	1	773	0.264356	Low	788	0.006624936	Low	151	0	Low	555	0.1561197	Low
YNL216W	996	Low	chrXIV	241688	244172	+	1	NA	NA	bad_match	2276	0.1348	Low	996	0.8396083	Low	676	0.4157276	Low
YNL217W	380	Low	chrXIV	240330	241311	+	1	NA	NA	bad_match	151	0	Low	832	0.06094566	Low	380	1.025271	Low
YNL218W	1063	Low	chrXIV	238237	240001	+	1	1542	0.5010185	Low	1063	0.5746724	Low	1502	0.3428912	Low	151	0	Low
YNL219C	1445	Low	chrXIV	235995	237663	-	1	NA	NA	bad_match	151	0.1303852	Low	1445	0.3824023	Low	361	0.1961138	Low
YNL220W	207	Bad	chrXIV	234412	235714	+	1	NA	NA	bad_match	NA	NA	bad_match	237	0.09540816	Low	207	0.3093332	Low
YNL221C	542	Low	chrXIV	231067	233695	-	1	NA	NA	bad_match	542	0.218442	Low	1061	0.18733	Low	329	0.1945647	Low
YNL222W	NA	Bad	chrXIV	229093	229714	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL223W	845	Low	chrXIV	227369	228854	+	1	1222	0.7365287	Low	845	0.9501206	Low	877	0.6205364	Low	1227	0.7795006	Low
YNL224C	373	Low	chrXIV	224795	227099	-	1	NA	NA	bad_match	373	0.485684	Low	251	0.2376531	Low	317	0.1357305	Low
YNL225C	1061	Medium	chrXIV	222723	224469	-	1	NA	NA	bad_match	1339	0.5262927	Low	1107	0.734194	Low	1061	3.855794	Medium
YNL226W	NA	Bad	chrXIV	222238	222649	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL227C	NA	Bad	chrXIV	220658	222431	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL228W	NA	Bad	chrXIV	220644	221421	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL229C	812	Low	chrXIV	219136	220201	-	1	NA	NA	bad_match	246	0.4554813	Low	812	0.8638368	Low	172	0.3681635	Low
YNL230C	676	Low	chrXIV	217522	218662	-	1	151	0	Low	151	0	Low	676	0.3418128	Low	151	0	Low
YNL231C	627	Low	chrXIV	215986	217042	-	1	NA	NA	bad_match	318	0.1493792	Low	905	0.2593904	Low	627	0.2792937	Low
YNL232W	151	Low	chrXIV	214922	215801	+	1	NA	NA	bad_match	151	0	Low	151	0	Low	151	0	Low
YNL233W	1186	High	chrXIV	211921	214600	+	1	NA	NA	bad_match	1091	2.175795	Medium	1187	3.836967	Medium	1186	4.457299	High
YNL234W	163	Low	chrXIV	210232	211513	+	1	NA	NA	bad_match	151	0	Low	151	0	Low	163	0.03356068	Low
YNL235C	NA	Bad	chrXIV	209547	209979	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL236W	NA	Bad	chrXIV	206929	209854	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL237W	693	Bad	chrXIV	205187	206567	+	1	NA	NA	bad_match	NA	NA	bad_match	693	0.06892402	Low	151	0.00469051	Low
YNL238W	152	Low	chrXIV	202427	204872	+	1	NA	NA	bad_match	555	0.08399318	Low	189	0.1269484	Low	152	0.2799322	Low
YNL239W	624	Low	chrXIV	200568	201933	+	1	NA	NA	bad_match	624	0.3109342	Low	828	0.1130301	Low	151	0	Low
YNL240C	231	Low	chrXIV	198501	199977	-	1	NA	NA	bad_match	212	0.1641855	Low	264	0.01430702	Low	231	0.4460094	Low
YNL241C	740	Bad	chrXIV	196425	197943	-	1	NA	NA	bad_match	NA	NA	bad_match	856	0.1313404	Low	740	0.3400164	Low
YNL242W	3649	Medium	chrXIV	191323	196102	+	1	NA	NA	bad_match	3496	3.217955	Medium	3649	3.286196	Medium	3820	2.752825	Medium
YNL243W	1043	Low	chrXIV	188050	190957	+	1	NA	NA	bad_match	402	0.2640899	Low	1286	0.2061709	Low	1043	0.3725729	Low
YNL244C	NA	Bad	chrXIV	187169	187496	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL245C	NA	Bad	chrXIV	186345	186885	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL246W	NA	Bad	chrXIV	185459	186349	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL247W	1472	Low	chrXIV	182874	185178	+	1	NA	NA	bad_match	1472	0.7514887	Low	971	0.6012314	Low	2155	0.09413259	Low
YNL248C	364	Low	chrXIV	181360	182608	-	1	NA	NA	bad_match	919	0.4317694	Low	641	0.1320422	Low	364	0.5457299	Low
YNL249C	1174	Medium	chrXIV	179393	181022	-	1	867	0.8301627	Low	1048	1.509	Low	1314	1.249955	Low	1174	2.645986	Medium
YNL250W	2663	High	chrXIV	175409	179348	+	1	NA	NA	bad_match	2895	3.172185	Medium	2663	4.163957	High	1548	3.841348	Medium
YNL251C	758	Low	chrXIV	172587	174315	-	1	NA	NA	bad_match	549	0.4305891	Low	758	0.8355329	Low	1407	0.04158624	Low
YNL252C	574	Low	chrXIV	171440	172286	-	1	NA	NA	bad_match	574	0.3501847	Low	564	0.1416375	Low	230	0.1320356	Low
YNL253W	825	Low	chrXIV	170017	171286	+	1	NA	NA	bad_match	824	0.01712301	Low	825	0.09293209	Low	966	0.06033649	Low
YNL254C	436	Low	chrXIV	168042	169248	-	1	928	0.9862643	Low	436	0.1553418	Low	382	6.175607e-05	Low	331	0.1498573	Low
YNL255C	NA	Bad	chrXIV	167328	167790	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL256W	1155	Medium	chrXIV	164622	167097	+	1	NA	NA	bad_match	1175	1.037346	Low	1155	3.12685	Medium	1299	2.29689	Medium
YNL257C	2627	Low	chrXIV	160630	164320	-	1	NA	NA	bad_match	1584	0.7328388	Low	2627	0.7698269	Low	1318	0.6205428	Low
YNL258C	1976	Low	chrXIV	158108	160373	-	1	NA	NA	bad_match	1390	0.484148	Low	315	0.3338561	Low	1976	0.7855936	Low
YNL259C	NA	Bad	chrXIV	157643	157865	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL260C	NA	Bad	chrXIV	156858	157455	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL261W	1263	Low	chrXIV	155099	156539	+	1	NA	NA	bad_match	1263	0.4341428	Low	660	0.2239192	Low	690	0.01331207	Low
YNL262W	2172	High	chrXIV	148211	154880	+	1	NA	NA	bad_match	2211	5.364585	High	2003	5.263213	High	2172	5.738226	High
YNL263C	151	Low	chrXIV	146895	147840	-	1	NA	NA	bad_match	226	0.03521019	Low	151	0.7266052	Low	151	0.2025711	Low
YNL264C	311	Low	chrXIV	145562	146615	-	1	NA	NA	bad_match	885	0.06595701	Low	311	0.4513002	Low	559	0.04840597	Low
YNL265C	NA	Bad	chrXIV	144279	145281	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL266W	NA	Bad	chrXIV	144244	144664	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL267W	1849	Low	chrXIV	140877	144078	+	1	NA	NA	bad_match	1849	1.30701	Low	2020	0.2444623	Low	1311	0.7059278	Low
YNL268W	1438	Low	chrXIV	138549	140385	+	1	NA	NA	bad_match	1438	0.1225963	Low	389	0.006966384	Low	151	0	Low
YNL269W	NA	Bad	chrXIV	137698	138094	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL270C	NA	Bad	chrXIV	135939	137661	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL271C	2576	Low	chrXIV	129521	135383	-	1	NA	NA	bad_match	3780	0.2012346	Low	2576	0.325567	Low	3945	0.168349	Low
YNL272C	1202	Low	chrXIV	126804	129084	-	1	NA	NA	bad_match	548	0.534683	Low	500	0.2869367	Low	1202	0.7811511	Low
YNL273W	2867	Low	chrXIV	122882	126599	+	1	3298	0.8257957	Low	1316	1.676818	Low	2867	1.800949	Low	1958	1.464541	Low
YNL274C	209	Low	chrXIV	121117	122170	-	1	NA	NA	bad_match	209	0.4754561	Low	905	0.001472947	Low	554	0.1221706	Low
YNL275W	1264	Low	chrXIV	119267	120998	+	1	151	0.2185629	Low	1264	0.5380507	Low	1426	0.4563817	Low	1207	0.3688812	Low
YNL276C	NA	Bad	chrXIV	118430	118826	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL277W	NA	Bad	chrXIV	117348	118809	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL277W-A	NA	Bad	chrXIV	116678	116867	+	1	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL278W	812	Medium	chrXIV	113270	116453	+	1	NA	NA	bad_match	1279	0.5435026	Low	1487	0.5876464	Low	812	2.01135	Medium
YNL279W	151	Low	chrXIV	110916	112902	+	1	1836	0.4064681	Low	714	0.1033359	Low	151	0.2386303	Low	1792	0.1505826	Low
YNL280C	1156	Low	chrXIV	109094	110411	-	1	NA	NA	bad_match	391	0.1484564	Low	665	0.2308949	Low	1156	0.2882998	Low
YNL281W	NA	Bad	chrXIV	108466	108928	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL282W	NA	Bad	chrXIV	107686	108274	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL283C	606	Low	chrXIV	105183	106695	-	1	NA	NA	bad_match	606	1.329817	Low	232	0.4126159	Low	1302	0.007125521	Low
YNL284C	154	Low	chrXIV	103133	104102	-	1	NA	NA	bad_match	154	0.6323378	Low	248	0.1903911	Low	151	0	Low
YNL284C-A	NA	Bad	chrXIV	100909	102232	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL284C-B	NA	Bad	chrXIV	96963	102232	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL285W	NA	Bad	chrXIV	96172	96544	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YNL286W	411	Low	chrXIV	95222	96080	+	1	NA	NA	bad_match	151	0	Low	413	0.05860614	Low	411	0.06089008	Low
YNL287W	1670	Low	chrXIV	91993	94801	+	1	NA	NA	bad_match	328	0.3161636	Low	1670	0.5982213	Low	1890	0.1461629	Low
YNL288W	152	Low	chrXIV	90302	91424	+	1	NA	NA	bad_match	152	1.426422	Low	814	0.05098331	Low	151	0	Low
YNL289W	298	Low	chrXIV	87896	88736	+	1	NA	NA	bad_match	151	0	Low	604	0.000928079	Low	298	0.007330925	Low
YNL290W	254	Low	chrXIV	86217	87240	+	1	NA	NA	bad_match	254	0.7518121	Low	151	0	Low	745	0.01341192	Low
YNL291C	1171	Low	chrXIV	84168	85815	-	1	NA	NA	bad_match	558	0.1947355	Low	1171	0.3593555	Low	885	0.080396	Low
YNL292W	980	Low	chrXIV	82805	84017	+	1	NA	NA	bad_match	980	0.6707968	Low	858	0.1914774	Low	632	0.01606993	Low
YNL293W	697	Low	chrXIV	80639	82541	+	1	NA	NA	Singular	780	0.508632	Low	697	1.480962	Low	1455	0.350458	Low
YNL294C	1038	Low	chrXIV	78658	80260	-	1	NA	NA	bad_match	1038	0.690247	Low	1306	0.559546	Low	569	0.4854948	Low
YNL295W	1024	Low	chrXIV	76945	78520	+	1	NA	NA	bad_match	1024	0.5554938	Low	491	0.3039537	Low	481	0.4789423	Low
YNL296W	NA	Bad	chrXIV	76272	76587	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL297C	NA	Bad	chrXIV	71672	76583	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL298W	1241	Low	chrXIV	68914	71443	+	1	NA	NA	bad_match	1180	0.3294649	Low	679	0.1397307	Low	1241	0.3448704	Low
YNL299W	971	Low	chrXIV	66516	68445	+	1	975	0.7510263	Low	971	0.3359009	Low	1432	0.2742624	Low	181	0.03774717	Low
YNL300W	NA	Bad	chrXIV	65743	66052	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL301C	NA	Bad	chrXIV	63569	64562	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL302C	NA	Bad	chrXIV	61957	62943	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL303W	NA	Bad	chrXIV	61509	61857	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL304W	NA	Bad	chrXIV	60296	61550	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL305C	236	Low	chrXIV	58897	59791	-	1	NA	NA	bad_match	358	0.03504058	Low	151	0	Low	236	1.125387	Low
YNL306W	NA	Bad	chrXIV	58154	58808	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL307C	240	Low	chrXIV	56445	57573	-	1	NA	NA	bad_match	214	0.4091812	Low	184	0.2533992	Low	240	0.5321765	Low
YNL308C	1325	Low	chrXIV	54121	55897	-	1	NA	NA	bad_match	1325	1.110827	Low	964	0.9605561	Low	958	0.5251859	Low
YNL309W	1098	Low	chrXIV	52661	53924	+	1	877	1.798783	Low	1098	0.5156579	Low	687	0.3945286	Low	937	0.08426418	Low
YNL310C	NA	Bad	chrXIV	51906	52431	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YNL311C	2144	Low	chrXIV	49396	51688	-	1	1563	1.667552	Low	151	0	Low	2144	0.008069906	Low	151	0	Low
YNL312W	NA	Bad	chrXIV	48286	49216	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YNL313C	1800	Medium	chrXIV	45307	48022	-	1	NA	NA	bad_match	1800	3.488286	Medium	1813	1.225516	Low	1747	2.262323	Medium
YNL314W	571	Medium	chrXIV	44446	45214	+	1	457	2.235376	Medium	456	0.8739613	Low	571	2.490779	Medium	520	1.4205	Low
YNL315C	375	Low	chrXIV	43323	44280	-	1	NA	NA	bad_match	375	0.8418076	Low	203	0.2954573	Low	547	0.7154113	Low
YNL316C	477	Low	chrXIV	42070	43075	-	1	NA	NA	bad_match	808	0.5664732	Low	477	0.8561377	Low	857	0.08871364	Low
YNL317W	788	Low	chrXIV	40618	42016	+	1	NA	NA	bad_match	1241	0.1955723	Low	788	0.2352646	Low	181	0.1266414	Low
YNL318C	NA	Bad	chrXIV	38706	40329	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL319W	NA	Bad	chrXIV	38641	39082	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL320W	250	Low	chrXIV	37699	38554	+	1	NA	NA	bad_match	151	0	Low	250	0.8011429	Low	412	0.05958539	Low
YNL321W	519	Low	chrXIV	34695	37422	+	1	NA	NA	bad_match	1163	0.1324426	Low	2578	0.04078704	Low	519	0.2211933	Low
YNL322C	794	Bad	chrXIV	33293	34235	-	1	NA	NA	bad_match	NA	NA	bad_match	794	0.0284265	Low	151	0	Low
YNL323W	253	Low	chrXIV	31943	33188	+	1	NA	NA	bad_match	326	0.6570622	Low	253	1.770698	Low	607	0.7463607	Low
YNL324W	NA	Bad	chrXIV	31049	31445	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL325C	NA	Bad	chrXIV	28738	31378	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YNL326C	483	Low	chrXIV	27336	28347	-	1	214	1.654559	Low	306	0.2168254	Low	692	0.3202841	Low	483	0.5107237	Low
